id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
429,"Privatperson 4-20 (e-post, ME-pasient + Long Covid-pårørende)",,pasient_me_pårørende_long_covid,,A_klar,False,8,pem_kjerne;egen_retningslinje;skille_me_utmattelse;skille_me_long_covid_utmattelse;biomedisinsk_forskning;feilbehandling_livslange_konsekvenser;makten_ansvar;pasientsikkerhet_kjerne,"A_klar e-post 3. mai 2026. Innsender er ME-pasient + pårørende til Long Covid-pasient. Hovedanke: 'Det finnes veldig mange sykdommer og tilstander som har utmattelse som et viktig symptom, men som naturlig nok allikevel ikke blir blandet sammen'. Refererer makt-ansvar-asymmetri: 'Dere har nå makten til å forme livene og fremtiden til veldig mange mennesker, og med den makten følger det et enormt ansvar'."
43,"Privatperson (habilitet-/prosess-kritikk, 'konverteringsterapi'-anklage)",,fagperson_privat_sannsynlig,,A_klar,False,11,recovery_norge_kritikk;recovery_norge_konverteringsterapi;recovery_norge_kurssalg;habilitet_kritikk;interessekonflikter;biopsykososial_kritikk;biopsykososial_særskilt_bruk;reevaluering_diagnose_kritikk;amputasjon_parallell_satire;diagnose_livslang_svingende;webinar_27_2_26_kritikk,"A_klar med strukturerte punkter rettet mot habilitet og prosess i retningslinjearbeidet. Refererer eksplisitt webinaret 27.2.26 og utsagn derfra. **Tre konkrete kritikkpunkter**: (1) **Recovery Norge — 'konverteringsterapi'-anklage**: 'Recovery Norges metode innebærer at syke skal si stopp til sykdommen og erklære seg friske gjennom tanke- og atferdsendring. Dette ER konverteringsterapi rettet mot syke mennesker. Organisasjonen selger kurs til desperate pasienter. Når en aktør som tjener penger på slike kurs inkluderes i arbeidet med nasjonale retningslinjer for samme pasientgruppe, reiser det alvorlige spørsmål om habilitet og interessekonflikter'. (2) **Biopsykososial modell — selektiv bruk**: 'Er denne modellen grunnlag i alle somatiske retningslinjer, eller brukes den særskilt ved ME? Hvis den brukes selektivt her, må det begrunnes'. (3) **Reevaluering**: Prosjektleder sa at pasienter diagnostisert for lenge siden bør reevalueres. Innsender bruker USA-amputasjon-parallell som satirisk illustrasjon på hvor absurd dette kan bli ('trygdeetaten kontrollerte om en mann fortsatt manglet et bein'). Argumenterer at 'ME er for mange livslang, men svinger i alvorlighetsgrad'."
430,"Privatperson 4-21 (e-post, IOM 2015-referanse)",,pasient_eller_pårørende_informert,,A_klar,False,10,pem_kjerne;egen_retningslinje;iom_rapport_2015_referanse;fysisk_systemsykdom;metabolske_avvik;immunologiske_avvik;skarpt_skille_krav;nice_2021;internasjonal_konsensus;symptomlindring_vs_systemsykdom,"A_klar e-post med fokus på **IOM-rapporten 2015** som internasjonal forankring: 'ME defineres som en alvorlig, fysisk systemsykdom. ME-pasienter har dokumenterte metabolske og immunologiske avvik som skiller dem fra den generelle populasjonen med langvarig utmattelse'. Hovedkrav: 'skarpt skille mellom symptomlindring ved generell utmattelse og håndtering av den komplekse systemsykdommen ME/CFS'."
431,"Privatperson 4-22 (e-post, Master i farmasi, ME-syk i 12 år)",,fagperson_privat_identifisert,,A_klar,False,11,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_brukererfaring;implementering_konkret,"Privatperson identifiserer seg som 'Master i farmasi og ME-syk i 12 år'. Krever skille mellom uspesifikk/langvarig utmattelse og ME/CFS som egen klinisk tilstand. Bruker N/A for spørsmål uten svar – metodisk strukturert. Henviser til IOM 2015, NICE 2021 og Tjenesten og MEg som må omtales tydeligere. Krever PEM definert mye tydeligere. ME-foreningen og ME-foreldrenes innspill må vektlegges. Innspillet er strukturert kapittel for kapittel."
432,"Privatperson 4-23 (e-post-innsendelse, 7 vedlegg)",,fagperson_privat_sannsynlig,,A_klar,False,12,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_smalt;implementering_konkret;barn_sårbar;long_covid_parallell,"E-post-innsender med strukturert syvpunkts metodologisk kritikk. Anerkjenner at retningslinjen ikke anbefaler GET/CBT som behandling, men argumenterer at den 'operasjonaliserer ikke fullt ut den nye kunnskapen i konkrete, tydelige, beskyttende anbefalinger'. Hovedanke: gapet mellom forskningens objektivitetsnivå (2-dagers CPET, invasiv CPET, proteomikk/metabolomikk, fMRI/DMN-funn, mikroklotting) og retningslinjens 'relativt klinisk/observasjonsbaserte praksisnivå'. Bekymret for at 'små språklige åpninger' kring 'helhetlig kartlegging', 'mestring', 'tilpasning' og 'psykososiale forhold' brukes til å holde liv i utdaterte modeller. Etterlyser eksplisitt advarsel mot enhver aktivitetsøkning som ikke er strengt symptomstyrt, systematisk integrasjon av Long Covid-forskning, og at beskyttelse mot PEM går foran deltakelsesmål for barn."
433,"Privatperson 4-24 (tilleggsinnspill etter frist, fagteknisk presist)",,fagperson_privat_sannsynlig,,A_klar,False,10,pem_kjerne;egen_retningslinje;multisystemisk_sykdom;nevrologisk_immunologisk_autonom;patologisk_belastningsrespons;forsinket_debut_restitusjon;begrepsbruk_pasientsikkerhet;bagatellisering_alvorlighet;tillit_pasient_helsevesen_redusert;internasjonale_anbefalinger,"Tilleggsinnspill levert etter frist. Fagteknisk presis A_klar. Sentral artikulering: 'ME er ikke utmattelse. Å beskrive sykdommen på denne måten er faglig unøyaktig og får direkte konsekvenser for diagnostikk, behandling og pasientsikkerhet'. Konsekvenser av feil begrepsbruk listet: bagatellisering, manglende forståelse, feilaktige råd, redusert tillit. **'Feil begrepsbruk er ikke bare et språklig problem – det er et pasientsikkerhetsproblem'**."
434,Privatperson 4-25 (e-post-innsendelse),,pasient_aktivist,,A_klar,False,15,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;lp_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;alvorlig_syke;nav_arbeidsliv;implementering_konkret,"E-post-innsender (pasient) krever egen retningslinje for ME (G93.3) og at høringsutkastet trekkes tilbake. Bidrar med detaljerte komorbiditetsestimater: POTS hos 30-50% av ME-pasienter (refererer PMC12998959), MCAS 15-30%, hypermobilitet/Ehlers-Danlos 20-40%. Påpeker at biopsykososial hovedforståelse er et 'særnordisk fenomen'. Argumenterer at 94% av pasienter ble verre av rehabiliteringsopphold (Fafo 2023). Krever Long Covid omtalt spesifikt. Avslutter med kritikk av 'giftig positivitet' om håp og forventninger."
435,Privatperson 4-26 (e-post-innsendelse),,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;lp_kritikk;lp_kommersielt;psykologisering;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;kunnskapsgrunnlag_brukererfaring;arbeidsgruppe_kritikk;alvorlig_syke;implementering_konkret,"Privatpersonen krever at hele høringsutkastet forkastes og at ny arbeidsgruppe nedsettes for å lage kunnskapsbasert retningslinje for ME (G93.3/8E49). Detaljert prosesskritikk: arbeidsgruppens skjeve sammensetning (1 av 16 biomedisinsk), Recovery Norge fikk 2 plasser (<300 medl.) mens ME-foreningen/ME-foreldrene/Covidforeningen fikk 1 hver (>8000 medl.), psykosomatisk miljø invitert til innspillsmøter, biomedisinsk forskningsmiljø i Bergen utelukket først. Påpeker 107 referanser i dagens veileder mot 16 i utkastet. Henviser til Bateman Horne Centers Clinical Care Guide 2025 og Cohen Centers IACCI Provider Manual 2026 som strukturelle modeller. Sterk LP-kritikk med BBC og Aftenposten-referanser."
436,"Privatperson 4-27 (e-post, helsefaglige privatpersoner kollektivt)",,fagperson_privat_kollektiv,,A_klar,False,13,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;kognitiv_terapi_kritikk;nice_2021;aktivitet_pacing;psykologisering;kunnskapsgrunnlag_smalt;tvang_pasientvern;implementering_konkret;arbeidsgruppe_kritikk,"Kollektivt innspill fra helsefaglige privatpersoner som har omsorg for ME-syke familiemedlemmer (to har selv ME). Viser til tidligere bekymring sendt ME-foreningen 21.10.2025 og KAT-veileder (journalpost 24/13487-18 og -19). Vitne til alvorlige overgrep og rettssikkerhetsutfordringer i møte med helsevesen, NAV og barnevern. To av forfatterne er kontaktpersoner for de sykeste og for barn/unge i ME-foreningen. Spesielt bekymret for at utkastet ikke anerkjenner ME som egen sykdom – mer kompleks enn annen langvarig utmattelse."
437,"Privatperson 4-28 (e-post, Canada vs Oxford/CDC-Fukuda-evidensanalyse)",,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_obligat_canadakriteriene;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;oxford_kriterier_bredere;cdc_fukuda_kriterier_bredere;evidensgrunnlag_inkonsistent;pem_ikke_obligat_andre_kriterier;biopsykososial_kritikk;psykologisering;aktivitet_pacing;kunnskapsgrunnlag_internasjonalt;diagnostisk_presisjon;uklar_avgrensning;etablert_medisinsk_diagnose,"Strukturert A_klar fagperson_privat-innspill med substansiell metodologisk argumentasjon. Hovedanke: 'Retningslinjen anbefaler diagnostikk etter Canadakriteriene, hvor anstrengelsesutløst symptomforverring (PEM) er et obligatorisk kriterium. Evidensgrunnlaget for anbefalte tiltak er imidlertid i stor grad basert på studier med bredere inklusjonskriterier, særlig Oxford- og CDC/Fukuda-kriteriene, hvor PEM ikke er obligat'. Dette er et fundamental forskningsmetodologisk argument: tiltak utviklet/testet på pasienter som ikke nødvendigvis har PEM kan ikke uten videre overføres til ME-pasienter med PEM som obligat kriterium. Argument-strukturen er nær identisk-akademisk: (1) etablert diagnose-status, (2) uklar avgrensning i kapittel 1, (3) diagnosekriterier vs evidens-konsistens-problem. Hovedforslag: tydeliggjøring av hvilken pasientgruppe retningslinjen omfatter, og at evidensgrunnlaget må samsvare med diagnosekriteriene som benyttes."
438,"Privatperson 4-29 (e-post-innsendelse, NICE/WHO-strukturert)",,fagperson_privat_sannsynlig,,A_klar,False,13,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;nice_2021;who_referanse;me_definisjon_myalgisk;multisystemisk_sykdom;biopsykososial_kritikk;aktivitet_pacing;kunnskapsgrunnlag_internasjonalt;diagnostisk_presisjon,"Strukturert e-post-innsendelse som åpner med 'jeg kan ikke støtte høringsutkastet i sin nåværende form'. Hovedanke: retningslinjen 'viderefører en forståelsesmodell og tilnærming til behandling som i økende grad er forlatt etter grundige metodiske gjennomganger internasjonalt'. Sammenblandingen av ME/CFS med andre former for langvarig utmattelse svekker både diagnostisk presisjon og relevansen av tiltak. Refererer eksplisitt WHO og NICE 2021. Etymologisk presisering: ME står for myalgisk encefalomyelitt — sykdom som påvirker både muskler og nervesystem, ikke kun energinivå. Refererer Canada-kriteriene som diagnostisk grunnlag for å forstå multisystemisk symptombilde (utmattelse + post-belastningsforverring + søvnforstyrrelser + smerter + nevrologiske/kognitive symptomer)."
439,Privatperson 4-30 (e-post sent 4. mai),,pasient_eller_pårørende_informert,,A_klar,False,5,pem_kjerne;egen_retningslinje;systemisk_sykdom;nice_forankring;biopsykososial_utdatert,Standard A_klar e-post. NICE-forankring + biopsykososial avvising.
44,"Privatperson (under utredning, PEM, tilråding 9+11-kritikk)",,pasient_under_utredning_nynorsk,,A_klar,False,7,pem_kjerne;under_utredning;tilråding_9_11_spesifikk_kritikk;funksjonsfremjande_pressede_skadelig;sjukdomsforverring_risiko;varig_helsetap;nynorsk,Nynorsk A_klar. **Spesifikk kritikk av tilrådning 9 og 11** med krav om tydeligjøring at PEM-pasienter ikke skal presses til funksjonsfremjende tiltak.
440,"Privatperson 4-31 (e-post-innsendelse, eksplisitt realfaglig bakgrunn)",,fagperson_privat_identifisert_realfag,,A_klar,False,19,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;nice_2021;icd_g93_3;icd_11_8e49;biopsykososial_kritikk;psykologisering;aktivitet_pacing;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;tjenesten_og_meg;rehabilitering_kritikk;implementering_konkret;newage_kritikk;logisk_brist_diagnose;cpet_referanse,"E-post-innsender med eksplisitt deklarert realfaglig bakgrunn. Hovedanke: retningslinjen er bygget på en 'logisk brist, uten reell faglig forankring' – Helsedirektoratet har valgt å inkludere ME/CFS i en bred utmattelsesretningslinje samtidig som det eksisterer minst 30 andre sykdommer/tilstander der utmattelse også opptrer (lister konkret: MS, Parkinsons, hjerneslag, søvnapné, Long Covid, AIDS, borreliose, Lupus, RA, Sjögren, sarkoidose, kreftrelatert fatigue, KOLS, hypotyreose mfl). Krever egen retningslinje for ME definert etter Canada-kriteriene, koblet til WHO ICD-10 G93.3 og ICD-11 8E49 (nevrologisk klassifisering siden 2022). Etterlyser at NICE NG206 (oktober 2021) ikke er tatt med blant kunnskapsgrunnlaget, og påpeker at helsedirektøren sitter i WHOs globale styre. Refererer Tjenesten og MEg (Fafo/SINTEF rapport september 2023) som dokumenterer at 'systemisk og symbolsk vold' utøves mot ME-pasienter, og at få returnerer til arbeid etter pålagte rehabiliteringsopphold. Avslutter med eksplisitt avvisning av både ordinære rehabiliteringsopphold og 'mirakelkurer med basis i NewAge-bevegelsen'. Klargjør for ordens skyld at innsender ikke er medlem av ME-foreningen."
441,Privatperson 4-32 (vedlagt alternativ retningslinje og veileder),,fagperson_privat_sannsynlig_alternativ_retningslinje,,A_klar,False,11,pem_kjerne;egen_retningslinje;alternativ_retningslinje_vedlagt;alternativ_veileder_vedlagt;nice_2021_referanse;kunnskapsgjennomgang_mangler;praktisk_pleie_de_sykeste;intetsigende_punkter;søvn_utredning_uklar;forkast_og_begynn_på_nytt;implementering_konkret,"**Substansielt høringsinnspill med vedlagt FULLSTENDIG ALTERNATIV RETNINGSLINJE OG VEILEDER**: 'innsende ME med PEM HØRINGSUTKAST.docx' + 'ME-Nasjonal-veileder-for-fordypning-utredning-pleie-og-omsorg.docx'. E-post sendt 4. mai 2026 23:50 (siste dag av høringsfristen). Hovedanke: 'den orginale retningslinjen skulle handle om ME, det trengs endringer så den faktisk møter formålet. Se vedlagt helhetlig ny retningslinje og ny veileder'. Substantiell kritikk av eksisterende utkast: 'tilnærmet alt om hva ME er, kunnskapsgjennomgang, erfaringer fra NICE og andre sentrale veiledere basert på store litteraturgjennomganger, all relevant praktisk hjelp for pleie av de sykeste, måter å forbedre ME-sykes liv og tilgang på helsehjelp osv'. Eksempel-kritikk: 'intetsigende punkter som søvn under vurdering eller i utredningen. Hvordan skal behandler vite hvordan søvn skal utredes ved ME da?'."
442,"Privatperson 4-33 (e-post, UK/USA/Tyskland-mal-krav)",,pasient_eller_pårørende_informert,,A_klar,False,9,pem_kjerne;egen_retningslinje;icd_g93_3;multisystemisk_nevroimmunologisk;uk_usa_tyskland_mal;praktisk_hjelp_alvorlig_grad;grad_1_til_4_separat;fysiologisk_ytegrense;oppdatert_kunnskap,"A_klar levert 4. mai 2026 23:57 (siste minutter før frist). Hovedanke: 'Guidelines fra UK, USA og Tyskland, som har kommet de senere årene bør være mal for retningslinjer i Norge'. Differensiering på alvorlighetsgrad 1-4 etterspørres."
443,"Privatperson 4-34 (e-post, WHO 1969-referanse)",,pasient_eller_pårørende_informert,,A_klar,False,6,pem_kjerne;egen_retningslinje;who_1969_diagnosekode;nevrologi_klassifisering;sideløp_alternativ;mer_enn_utmattelse,A_klar e-post 4. mai 2026. Hovedanke: 'ME har hatt en egen diagnosekode under nevrologi i WHO sitt diagnosekodesystem siden 1969'. Krever egen retningslinje eller sideløp.
444,"Privatperson 4-35 (e-post, 'vondt i magen'-metafor)",,pasient_eller_pårørende_informert,,A_klar,False,7,pem_kjerne;egen_retningslinje;nice_forankring;biopsykososial_utdatert;vondt_i_magen_metafor;mørkt_kapittel_historie;utmattelse_mange_årsaker,"A_klar e-post. **'Vondt i magen'-metafor**: 'Det å blande sammen ME og utmattelsesplager i en smørje blir som å ha retningslinjer for vondt i magen, noe som ville vært veldig uheldig'."
445,Privatperson 4-36 (e-post-innsendelse),,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;psykologisering;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;implementering_konkret;arbeidsgruppe_kritikk;støtter_dissens;tilfriskning_håp,"E-post-innsender (sannsynlig fagperson_privat) gir omfattende metodologisk kritikk med 14 nummererte referanser. Eksplisitt støtte til dissensen ('fire tilhengere av psykososial tolkning har tatt dissens, samtidig som ME-foreningen uttrykker tydelig skuffelse'). Argumenterer at PACE-studien har metodologiske svakheter (ikke-blindet, subjektive endepunkter, endringer i utfallsmål underveis). Identifiserer at norske utkastet bruker GET-studier som referanser tross NICE 2021-frafall. Inkluderer suicidalitetstall (Chu 2022, Grace 2024) som argument for at lidelsestrykket må anerkjennes. 'Veien videre' krever GET eksplisitt fraråret, objektive mål vektlagt, psykoterapi ikke presentert som sykdomsbehandling."
446,"Privatperson 4-37 (e-post-innsendelse, juridisk-medisinsk argumentasjon)",,fagperson_privat_sannsynlig,,A_klar,False,16,pem_kjerne;pem_definisjon;pem_multisystemisk_svikt;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;aktivitet_pacing;rettssikkerhet;helsepersonelloven_4;pasient_brukerrettighetsloven;faglig_forsvarlighet;kunnskapsgrunnlag_internasjonalt;strukturell_systemfeil;diagnostisk_presisjon,"Strukturert juridisk-medisinsk innspill med klar systematikk. Hovedanke: retningslinjen 'risikerer å legitimere praksis som kan medføre uforsvarlig helsehjelp og pasientskade for ME/CFS-pasienter, i strid med kravene i helsepersonelloven og pasient- og brukerrettighetsloven'. Bygger argumentasjonen rundt helsepersonelloven § 4 (forsvarlighetskravet) og pasient- og brukerrettighetsloven §§ 3-1 og 3-2 (rett til informasjon og medvirkning). Påpeker at nasjonale faglige retningslinjer er normerende for hva som anses som forsvarlig praksis — dersom retningslinjen bygger på 'en uklar eller feilaktig sykdomsforståelse, vil dette kunne føre til systematiske brudd på loven'. Karakteriserer manglende differensiering mellom ME/CFS og 'utmattelse av ukjent årsak' som 'strukturell systemfeil'. Definerer PEM presist som 'multisystemisk svikt, ikke utmattelse' — operasjonell konsekvens som ikke er ivaretatt i retningslinjen."
447,"Privatperson 4-38 (e-post, 'det dreper'-retorikk)",,pasient_eller_pårørende_aktivist,,A_klar,False,9,pem_kjerne;egen_retningslinje;multisystemisk;død_av_me;selvmord_med_hjelp_systemet;kroppen_stenger_ned;ignoranse_mistillit;det_dreper_retorikk;pem_spesifikk_me,"Sterk A_klar med 'det dreper'-retorikk. 'Vi mister noen hvert år. Kroppen stenger ned. Mens andre tar sitt eget liv, godt hjulpet av manglende innsikt i sykdommen, ignoranse og mistillit'."
448,"Privatperson 4-39 (e-post, ME+LC med PEM)",,pasient_eller_pårørende_informert,,A_klar,False,5,pem_kjerne;egen_retningslinje;me_lc_kombinert;nice_forankring;biopsykososial_utdatert_motbevist,Standard A_klar e-post som ønsker ME/LC kombinert i én separat retningslinje.
449,Privatperson 4-40 (deklarert SYKEPLEIER med Master i Helsevitenskap),,fagperson_privat_identifisert_sykepleier_master,,A_klar,False,5,egen_retningslinje;biomedisinsk_tilnærming;fysisk_sjukdom_anerkjennelse;fagperson_sykepleier_master_helsevitenskap;nynorsk,**8. fagperson_privat_identifisert: SYKEPLEIER med MASTER I HELSEVITENSKAP**. Nynorsk e-post. Krav om egen ME-retningslinje basert på biomedisinsk tilnærming.
45,"Privatperson (86. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,"86. mal-instans, ren standardmal."
450,Privatperson 4-41 (pårørende 3 alvorlig ME-syke i 25+ år),,pårørende_3_me_pasienter_25_år,,A_klar,False,5,egen_retningslinje;stan_mal_setning;pårørende_3_alvorlig_25_år;daglig_observasjon;familie_clustering,"28. mal-instans. Pårørende-kontekst: 'Jeg har vært nærmeste pårørende til 3 alvorlig ME syke i mer enn 25 år'. Familiær ME-clustering dokumentert (4. instans etter id 69, 265, 357)."
451,Privatperson 4-42,,Pasient med høy fagkompetanse,,A_klar,False,14,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;lp_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;alvorlig_syke;psykologisering,"Privatperson med detaljert fagkompetanse argumenterer for separate retningslinjer - én for ME/CFS (med Canadakriteriene som krav), én for generell langvarig utmattelse uten PEM, og én for Long Covid med differensiering mellom PEM-undergruppe og andre senvirkninger. Hovedinnvending: dagens utkast 'blander sammen helt forskjellige sykdommer med grunnleggende forskjellige behov'. Mener pasienter med ME/CFS har behov for vern mot belastning, mens andre utmattelsesgrupper kan ha nytte av gradert trening. Krever klare advarsler mot GET, CBT som kurativ behandling, og Lightning Process. Refererer NICE, CDC, Mayo Clinic, NIH som internasjonal konsensus."
452,Privatperson 4-43 (e-post-innsendelse),,pasient_postviral,,A_klar,False,17,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_brukererfaring;kunnskapsgrunnlag_forskning;alvorlig_syke;tilfriskning_håp;nav_arbeidsliv;kompetanseheving;implementering_konkret;tjenester_samhandling;psykologisering,"Pasient med langvarig postviral sykdom som krever differensiering mellom pasientgrupper (PEM vs. ikke-PEM) for å hindre at råd som er nyttige for én gruppe blir skadelige for en annen. Sentral klinisk argumentasjon: aktivitet og belastning må forstås helhetlig, ikke bare som fysisk anstrengelse – kognitive, sosiale, emosjonelle og sensoriske belastninger trekker like mye på det begrensede energibudsjettet. PEM oppstår ofte 24-72 timer etter belastning eller som akkumulert effekt, noe som gjør standard aktivitetskartlegging utilstrekkelig. Bør anerkjenne enkelte former for velferdsteknologi (hvilepuls, HRV) som supplement til klinisk vurdering. Føre-var-prinsippet må styre når det er mistanke om PEM. Påpeker «diagnoseglidning»-problemet: enkelte postvirale forløp blir bedre av tiltak som ikke er relevante for ME/CFS, og når disse brukes som eksempler på «kur» kan det skape urealistiske forventninger og feiltiltak. OECD-data om long covid trekkes inn som samfunnsperspektiv. Skarp avgrensning av når «håp om bedring» blir misvisende kommunikasjon: håpet må kommuniseres ærlig basert på PEM-status og alvorlighetsgrad."
453,Privatperson 4-45 (e-post-innsendelse),,pasient_svært_alvorlig_selv,,A_klar,False,17,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;alvorlig_grad_synlig;alvorlig_grad_bpa;alvorlig_grad_røysumtunet;biopsykososial_kritikk;psykologisering;kognitiv_terapi_kritikk;get_kritikk;nav_kritikk;kommune_kritikk;rettssikkerhet;tillit_kunnskap;implementering_konkret;kompetansetjeneste_me_forening,"Svært alvorlig ME-syk pasient som ikke har klart å pusse tennene om morgenen på snart 4 år. Tolv konkrete rettighetskrav for å gjøre veiledere/retningslinjer operative: (1) rett til ME-kompetent spesialist (foretrukket nevrolog), (2) BPA-rett basert på faktisk behov inkl. 24-timers for svært alvorlig, (3) Helfo-godkjenning av Røysumtunet og flere slike enheter, (4) tidlig diagnose, (5) nei til tvungen KAT/stressmestring/GET, (6) institusjonsplikt for tilrettelegging (skjerming, ernæring, medisin-toleranse, smittevern, PEM-kunnskap), (7-9) frikort-rett til ernæringsfysiolog/psykolog/fysioterapeut, (10) hjemmebesøk når sengeliggende, (11) tilrettelagt omsorgsbolig, (12) Funcap-skjema som standard. Foreslår at kompetansetjeneste ledes av ME-foreningen. Sentral observasjon: retningslinjen leverer 'vage anbefalinger som kommunen, NAV mfl kan velge å tolke eller se bort fra etter eget forgodtbefinnende' - krever pakkeforløp og klare rettigheter."
454,"Privatperson 4-46 (e-post-innsendelse, strukturert A_klar)",,pårørende_eller_pasient,,A_klar,False,13,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;aktivitet_pacing;trening_skadelig;unngåelsesatferd_feilforklaring;feilbehandling_god_tro;helsepersonell_feilinformert;rest_skadelig_praksis,"Strukturert e-post-innspill med klar A_klar-posisjon. Definerer ME som 'unormalt rask trettbarhet muskulært og kognitivt og unormal lang restitusjonstid', med PEM som konsekvens av å presse over egne grenser. Hovedanke om implementeringsrisiko: 'norske leger og helsevesen har blitt grundig feilinformert i flere tiår og har blitt fortalt at dette handler om unngåelsesatferd, mangel på motivasjon og håp etc. De har ikke blitt informert om faren for forverring og tilbakefall og vil ha store problemer med å vurdere pasienten, og å ta ME på alvor'. Konsekvensen: 'mange leger og annet helsepersonell har feilbehandlet ME-syke i god tro'. Argumenterer at høringsutkastet positivt tar hensyn til hva pasienten tåler, men praksis vil forbli problematisk uten omfattende informasjonskampanjer mot tidligere feilinformasjon. Implisitt anerkjenner ME som sjelden — 'hvis dette sykdomsbildet hadde vært så vanlig blant alle med utmattelse uten kjent årsak, ville det vært mer kjent'."
455,"Privatperson 4-47 (vedlagt utredningsflyt-forslag, ICD-koder)",,fagperson_privat_sannsynlig_utredningsmodell,,A_klar,False,11,pem_kjerne;utredningsflyt_vedlegg;mg22_long_covid_skille;icd_kode_skille_diagnose;long_covid_ra02;me_8e49_g93_3;pots_ortostatisk;pempese_term;norsk_covidforening_kopi;kardio_komponenter;pasientsikker_klinisk_anvendbar,"Substansielt A_klar med vedlagt utredningsflyt-forslag. Skiller eksplisitt mellom ICD-koder: MG22 (generell fatigue), RA02 (Long Covid), 8E49/G93.3 (ME/CFS). Tar med PEM/PESE, ortostatisk intoleranse/POTS. Kopi til Norsk Covidforening. Sannsynlig fagperson_privat."
456,"Privatperson 4-48 (fagbakgrunn KAT, familieterapi, FIT-veileder, ME-pasient)",,fagperson_privat_identifisert_kat_fit,,A_klar,False,15,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;psykologisering;kognitiv_terapi_kritikk;aktivitet_pacing;nkt_kritikk;håpsformidling_skadelig;tilfriskningsmyte_kritikk;egen_erfaring_påført_forverring;fagbakgrunn_kat_egen_kritisk;praktisk_bistand_tilpasset;implementering_konkret,"**Fagperson_privat_identifisert** med eksplisitt deklarert bakgrunn: militær utdanning, klinisk erfaring fra sykehus, videreutdanning i Kognitiv adferdsterapi, Familieterapi og systemisk praksis, utdanning og erfaring som veileder i FIT (Feedback Informed Treatment) inkl. implementering av tilbakemeldingskultur i kommunale tjenester. **Selv-erkjent ME-pasient** med 'flere års erfaring med påførte forverringer som følge av både egen tro og håp om at Norsk kompetansetjenestes råd og anbefalinger ville bidra til tilfriskning'. Beskriver konkret skade: 'betydelig symptomøkning inkl pleiebehov sannsynlig fordi ingen i helsevesenet eller NAV hadde nødvendig kunnskap om biomedisinske faktorer inkl PEM, skadepotensial, risikovurderinger for forverringer som følge av behandling og tiltak de anbefalte'. Selv-kritisk om egen profesjon: 'Jeg stolte på det og manglet kunnskapen og respekten for hva gjentatte PEM kan føre til'. Krever egen retningslinje for ME som støtter fastlegen og NAV i å 'stoppe med det som ikke virker og i stedet bidra til konkret hjelp som praktisk bistand og tilpasset omsorg'. Posisjonen er særlig tung fordi innsender er selv fagperson innenfor de teoritradisjonene (KAT, FIT) som er A-sidens primære kritikkmål — og deler kritikken."
